Year,PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
2022-23,TIN AND PRODUCTS MADE OF TIN                      ,TURKEY,TON,40,0.89
2022-23,TIN AND PRODUCTS MADE OF TIN                      ,U ARAB EMTS,TON,25,0.43
2022-23,TIN AND PRODUCTS MADE OF TIN                      ,U K,TON,0,0.03
2022-23,TIN AND PRODUCTS MADE OF TIN                      ,U S A,TON,0,0.02
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,ALBANIA,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,ARGENTINA,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,AUSTRALIA,TON,2503,9.29
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,AUSTRIA,TON,317,0.95
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,BAHARAIN IS,TON,25,0.06
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,BANGLADESH PR,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,BELGIUM,TON,1403,5.48
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,BRAZIL,TON,0,0.02
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,BULGARIA,TON,51,0.1
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,BURUNDI,TON,50,0.16
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CANADA,TON,1388,4.39
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CAPE VERDE IS,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CHILE,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CHINA P RP,TON,2127,7.39
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,COLOMBIA,TON,397,0.92
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CONGO D. REP.,TON,4,0.01
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CONGO P REP,TON,32,0.07
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,COSTA RICA,TON,47,0.11
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,COTE D' IVOIRE,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CYPRUS,TON,26,0.05
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,CZECH REPUBLIC,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,DENMARK,TON,1485,3.87
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,DOMINIC REP,TON,256,0.56
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,ECUADOR,TON,200,0.45
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,EGYPT A RP,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,EQUTL GUINEA,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,FINLAND,TON,143,0.51
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,FRANCE,TON,2017,6.49
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GEORGIA,TON,23,0.05
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GERMANY,TON,7032,20.83
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GHANA,TON,72,0.16
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GIBRALTAR,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GREECE,TON,304,0.73
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GUATEMALA,TON,20,0.07
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,GUINEA,TON,14,0.04
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,HAITI,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,HONG KONG,TON,640,1.72
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,HUNGARY,TON,160,0.42
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,INDONESIA,TON,5214,12.74
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,ISRAEL,TON,123,0.28
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,ITALY,TON,5798,17.16
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,JAPAN,TON,33505,122.02
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,JORDAN,TON,644,1.37
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,KENYA,TON,909,2.47
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,KOREA RP,TON,119973,442.33
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,KUWAIT,TON,676,1.7
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,LATVIA,TON,70,0.21
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,LEBANON,TON,127,0.27
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,LIBYA,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,LITHUANIA,TON,117,0.24
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,MALAYSIA,TON,5487,15.56
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,MAURITIUS,TON,18,0.04
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,MEXICO,TON,1428,3.43
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,MOROCCO,TON,768,1.61
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,MOZAMBIQUE,TON,18,0.03
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,MYANMAR,TON,8119,12.82
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NAMIBIA,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NEPAL,TON,324,0.45
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NETHERLAND,TON,9288,25.1
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NETHERLANDANTIL,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NEW ZEALAND,TON,196,0.39
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NIGERIA,TON,1245,2.79
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,NORWAY,TON,0,0.02
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,OMAN,TON,263,0.68
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,PANAMA REPUBLIC,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,PARAGUAY,TON,24,0.06
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,PERU,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,PHILIPPINES,TON,1157,2.91
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,POLAND,TON,590,1.48
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,PORTUGAL,TON,434,0.97
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,QATAR,TON,118,0.26
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,ROMANIA,TON,69,0.15
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,RUSSIA,TON,150,0.37
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SAUDI ARAB,TON,4936,12.41
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SENEGAL,TON,56,0.13
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SINGAPORE,TON,6924,22.54
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SLOVAK REP,TON,5,0.02
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SLOVENIA,TON,41,0.08
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SOUTH AFRICA,TON,471,0.87
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SPAIN,TON,2389,5.55
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SRI LANKA DSR,TON,46,0.12
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SUDAN,TON,462,1.02
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SWAZILAND,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SWEDEN,TON,1976,5.09
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,SWITZERLAND,TON,4099,15.48
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,TAIWAN,TON,1354,4.03
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,TANZANIA REP,TON,160,0.44
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,THAILAND,TON,4174,10.47
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,TOGO,TON,29,0.08
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,TUNISIA,TON,250,0.55
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,TURKEY,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,U ARAB EMTS,TON,13604,33.76
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,U K,TON,3020,8.13
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,U S A,TON,16916,48.19
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,UNSPECIFIED,TON,0,0
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,URUGUAY,TON,26,0.06
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,UZBEKISTAN,TON,803,2.93
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,VENEZUELA,TON,261,0.57
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,VIETNAM SOC REP,TON,107,0.36
2022-23,ZINC AND PRODUCTS MADE OF ZINC                    ,YEMEN REPUBLC,TON,236,0.57
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",AFGHANISTAN,NA,null,0.47
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ANTARTICA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ARGENTINA,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ARMENIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",AUSTRALIA,NA,null,0.83
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",AUSTRIA,NA,null,4.19
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",AZERBAIJAN,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BAHARAIN IS,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BANGLADESH PR,NA,null,0.52
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BELARUS,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BELGIUM,NA,null,10.75
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BHUTAN,NA,null,0.34
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BOLIVIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BRAZIL,NA,null,1.33
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BULGARIA,NA,null,0.04
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",BURKINA FASO,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CAMBODIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CANADA,NA,null,2.5
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CHILE,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CHINA P RP,NA,null,468.31
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CHRISTMAS IS.,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",COLOMBIA,NA,null,0.08
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CONGO D. REP.,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",COSTA RICA,NA,null,0.08
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",COTE D' IVOIRE,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CROATIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CYPRUS,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",CZECH REPUBLIC,NA,null,1.15
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",DENMARK,NA,null,0.85
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",DJIBOUTI,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",EGYPT A RP,NA,null,0.05
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ESTONIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ETHIOPIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",FIJI IS,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",FINLAND,NA,null,1.12
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",FRANCE,NA,null,9.5
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",GEORGIA,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",GERMANY,NA,null,128.59
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",GHANA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",GREECE,NA,null,0.05
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",HONDURAS,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",HONG KONG,NA,null,5.2
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",HUNGARY,NA,null,0.04
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",INDONESIA,NA,null,7.14
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",IRAN,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",IRELAND,NA,null,0.86
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ISRAEL,NA,null,28.31
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ITALY,NA,null,26.72
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",JAPAN,NA,null,163.79
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",JORDAN,NA,null,0.05
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",KAZAKHSTAN,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",KENYA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",KOREA DP RP,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",KOREA RP,NA,null,195.49
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",KUWAIT,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",LATVIA,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",LIECHTENSTEIN,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",LITHUANIA,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",LUXEMBOURG,NA,null,1.62
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MACAO,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MACEDONIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MALAWI,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MALAYSIA,NA,null,4.77
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MALDIVES,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MALTA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MAURITIUS,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MEXICO,NA,null,3.05
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MONGOLIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MOROCCO,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",MYANMAR,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NAURU RP,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NEPAL,NA,null,0.03
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NETHERLAND,NA,null,4.79
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NETHERLANDANTIL,NA,null,0.11
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NEW CALEDONIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NEW ZEALAND,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NIGERIA,NA,null,0.02
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",NORWAY,NA,null,0.15
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",OMAN,NA,null,5.4
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",PERU,NA,null,0.16
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",PHILIPPINES,NA,null,0.13
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",POLAND,NA,null,1.81
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",PORTUGAL,NA,null,2.74
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",PUERTO RICO,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",QATAR,NA,null,0.11
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ROMANIA,NA,null,0.31
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",RUSSIA,NA,null,1.08
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SAUDI ARAB,NA,null,0.49
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SENEGAL,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SERBIA,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SEYCHELLES,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SINGAPORE,NA,null,20.22
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SLOVAK REP,NA,null,0.22
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SLOVENIA,NA,null,0.38
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SOUTH AFRICA,NA,null,0.09
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SOUTH SUDAN,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SPAIN,NA,null,1.68
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SRI LANKA DSR,NA,null,0.07
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SUDAN,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SWAZILAND,NA,null,0.01
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SWEDEN,NA,null,34.3
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",SWITZERLAND,NA,null,15.09
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TAIWAN,NA,null,22.79
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TANZANIA REP,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",THAILAND,NA,null,18.47
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TIMOR-LESTE,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TOGO,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TUNISIA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TURKEY,NA,null,3.34
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",TURKMENISTAN,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",U ARAB EMTS,NA,null,18.96
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",U K,NA,null,8.94
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",U S A,NA,null,52.11
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",UGANDA,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",UKRAINE,NA,null,0
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",UNSPECIFIED,NA,null,0.27
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",VIETNAM SOC REP,NA,null,3.09
2022-23,"HND TOOL, CTTNG TOOL OF METALS                    ",ZAMBIA,NA,null,0.08
2022-23,MACHINE TOOLS                                     ,AFGHANISTAN,NA,null,0.05
2022-23,MACHINE TOOLS                                     ,ALBANIA,NA,null,0.01
2022-23,MACHINE TOOLS                                     ,ARGENTINA,NA,null,0
2022-23,MACHINE TOOLS                                     ,ARMENIA,NA,null,0.01
2022-23,MACHINE TOOLS                                     ,AUSTRALIA,NA,null,2.18
2022-23,MACHINE TOOLS                                     ,AUSTRIA,NA,null,10.12
2022-23,MACHINE TOOLS                                     ,AZERBAIJAN,NA,null,0.01
2022-23,MACHINE TOOLS                                     ,BAHARAIN IS,NA,null,0.04
2022-23,MACHINE TOOLS                                     ,BANGLADESH PR,NA,null,0.11
2022-23,MACHINE TOOLS                                     ,BELARUS,NA,null,0
2022-23,MACHINE TOOLS                                     ,BELGIUM,NA,null,57.14
2022-23,MACHINE TOOLS                                     ,BHUTAN,NA,null,0.03
2022-23,MACHINE TOOLS                                     ,BOTSWANA,NA,null,0.01
2022-23,MACHINE TOOLS                                     ,BRAZIL,NA,null,14.63
2022-23,MACHINE TOOLS                                     ,BULGARIA,NA,null,0.2
2022-23,MACHINE TOOLS                                     ,BURUNDI,NA,null,0
2022-23,MACHINE TOOLS                                     ,CAMBODIA,NA,null,0.03
2022-23,MACHINE TOOLS                                     ,CANADA,NA,null,5.31
2022-23,MACHINE TOOLS                                     ,CHILE,NA,null,0.06
2022-23,MACHINE TOOLS                                     ,CHINA P RP,NA,null,1067.94
2022-23,MACHINE TOOLS                                     ,COLOMBIA,NA,null,0.05
2022-23,MACHINE TOOLS                                     ,COSTA RICA,NA,null,0.01
2022-23,MACHINE TOOLS                                     ,CROATIA,NA,null,0.23
2022-23,MACHINE TOOLS                                     ,CYPRUS,NA,null,0
2022-23,MACHINE TOOLS                                     ,CZECH REPUBLIC,NA,null,9.92
2022-23,MACHINE TOOLS                                     ,DENMARK,NA,null,4.72
2022-23,MACHINE TOOLS                                     ,DOMINIC REP,NA,null,0
2022-23,MACHINE TOOLS                                     ,EGYPT A RP,NA,null,0
2022-23,MACHINE TOOLS                                     ,ESTONIA,NA,null,0.02
2022-23,MACHINE TOOLS                                     ,ETHIOPIA,NA,null,0
2022-23,MACHINE TOOLS                                     ,FINLAND,NA,null,3.41
2022-23,MACHINE TOOLS                                     ,FRANCE,NA,null,19.56
2022-23,MACHINE TOOLS                                     ,GEORGIA,NA,null,0
2022-23,MACHINE TOOLS                                     ,GERMANY,NA,null,315.66
2022-23,MACHINE TOOLS                                     ,GREECE,NA,null,0.35
2022-23,MACHINE TOOLS                                     ,GUINEA,NA,null,0.02
2022-23,MACHINE TOOLS                                     ,GUYANA,NA,null,1.13
2022-23,MACHINE TOOLS                                     ,HONDURAS,NA,null,0.12
2022-23,MACHINE TOOLS                                     ,HONG KONG,NA,null,15.24
2022-23,MACHINE TOOLS                                     ,HUNGARY,NA,null,0.21
2022-23,MACHINE TOOLS                                     ,INDONESIA,NA,null,0.82
2022-23,MACHINE TOOLS                                     ,IRAN,NA,null,0.16
2022-23,MACHINE TOOLS                                     ,IRELAND,NA,null,0.32
2022-23,MACHINE TOOLS                                     ,ISRAEL,NA,null,15.53
2022-23,MACHINE TOOLS                                     ,ITALY,NA,null,184.79
2022-23,MACHINE TOOLS                                     ,JAMAICA,NA,null,0.15
2022-23,MACHINE TOOLS                                     ,JAPAN,NA,null,449.46
2022-23,MACHINE TOOLS                                     ,JORDAN,NA,null,0.03
2022-23,MACHINE TOOLS                                     ,KAZAKHSTAN,NA,null,0.12
2022-23,MACHINE TOOLS                                     ,KENYA,NA,null,0
2022-23,MACHINE TOOLS                                     ,KOREA DP RP,NA,null,0
2022-23,MACHINE TOOLS                                     ,KOREA RP,NA,null,275.75
2022-23,MACHINE TOOLS                                     ,KUWAIT,NA,null,0.11
2022-23,MACHINE TOOLS                                     ,LATVIA,NA,null,0.13
2022-23,MACHINE TOOLS                                     ,LIBERIA,NA,null,0
2022-23,MACHINE TOOLS                                     ,LIBYA,NA,null,0
2022-23,MACHINE TOOLS                                     ,LIECHTENSTEIN,NA,null,0
2022-23,MACHINE TOOLS                                     ,LITHUANIA,NA,null,0.14
2022-23,MACHINE TOOLS                                     ,LUXEMBOURG,NA,null,0.02
2022-23,MACHINE TOOLS                                     ,MACAO,NA,null,0
2022-23,MACHINE TOOLS                                     ,MACEDONIA,NA,null,0
2022-23,MACHINE TOOLS                                     ,MALAYSIA,NA,null,22.1
2022-23,MACHINE TOOLS                                     ,MALDIVES,NA,null,0.19
2022-23,MACHINE TOOLS                                     ,MALI,NA,null,0
2022-23,MACHINE TOOLS                                     ,MALTA,NA,null,0.45
2022-23,MACHINE TOOLS                                     ,MAURITIUS,NA,null,0.04
2022-23,MACHINE TOOLS                                     ,MEXICO,NA,null,2.52
2022-23,MACHINE TOOLS                                     ,MOLDOVA,NA,null,0
2022-23,MACHINE TOOLS                                     ,MOROCCO,NA,null,0
2022-23,MACHINE TOOLS                                     ,MOZAMBIQUE,NA,null,0
2022-23,MACHINE TOOLS                                     ,MYANMAR,NA,null,0.31
2022-23,MACHINE TOOLS                                     ,NEPAL,NA,null,0.04
2022-23,MACHINE TOOLS                                     ,NETHERLAND,NA,null,23.87
2022-23,MACHINE TOOLS                                     ,NETHERLANDANTIL,NA,null,0
2022-23,MACHINE TOOLS                                     ,NEW ZEALAND,NA,null,0.21
2022-23,MACHINE TOOLS                                     ,NIGERIA,NA,null,0.04
2022-23,MACHINE TOOLS                                     ,NORFOLK IS,NA,null,0
2022-23,MACHINE TOOLS                                     ,NORWAY,NA,null,0.3
2022-23,MACHINE TOOLS                                     ,OMAN,NA,null,0.01
2022-23,MACHINE TOOLS                                     ,PAPUA N GNA,NA,null,0.02
2022-23,MACHINE TOOLS                                     ,PERU,NA,null,0.26
2022-23,MACHINE TOOLS                                     ,PHILIPPINES,NA,null,0.49
2022-23,MACHINE TOOLS                                     ,POLAND,NA,null,4.56
2022-23,MACHINE TOOLS                                     ,PORTUGAL,NA,null,0.64
2022-23,MACHINE TOOLS                                     ,QATAR,NA,null,0
2022-23,MACHINE TOOLS                                     ,ROMANIA,NA,null,7.71
2022-23,MACHINE TOOLS                                     ,RUSSIA,NA,null,4.73
2022-23,MACHINE TOOLS                                     ,SAMOA,NA,null,0.05
2022-23,MACHINE TOOLS                                     ,SAUDI ARAB,NA,null,0.05
2022-23,MACHINE TOOLS                                     ,SENEGAL,NA,null,0
2022-23,MACHINE TOOLS                                     ,SERBIA,NA,null,0.1
2022-23,MACHINE TOOLS                                     ,SEYCHELLES,NA,null,0
2022-23,MACHINE TOOLS                                     ,SINGAPORE,NA,null,48.27
2022-23,MACHINE TOOLS                                     ,SLOVAK REP,NA,null,1.25
2022-23,MACHINE TOOLS                                     ,SLOVENIA,NA,null,1.97
2022-23,MACHINE TOOLS                                     ,SOUTH AFRICA,NA,null,0.42
2022-23,MACHINE TOOLS                                     ,SOUTH SUDAN,NA,null,0
