Year,PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
2021-22,ACCUMULATORS AND BATTERIES                        ,MACAO,NA,null,0.3
2021-22,ACCUMULATORS AND BATTERIES                        ,MALAYSIA,NA,null,6.26
2021-22,ACCUMULATORS AND BATTERIES                        ,MALTA,NA,null,0.01
2021-22,ACCUMULATORS AND BATTERIES                        ,MEXICO,NA,null,0.05
2021-22,ACCUMULATORS AND BATTERIES                        ,MOROCCO,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,MYANMAR,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,NEPAL,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,NETHERLAND,NA,null,5.25
2021-22,ACCUMULATORS AND BATTERIES                        ,NETHERLANDANTIL,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,NEW ZEALAND,NA,null,0.04
2021-22,ACCUMULATORS AND BATTERIES                        ,NIGERIA,NA,null,0.03
2021-22,ACCUMULATORS AND BATTERIES                        ,NORWAY,NA,null,2.38
2021-22,ACCUMULATORS AND BATTERIES                        ,OMAN,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,PHILIPPINES,NA,null,1.3
2021-22,ACCUMULATORS AND BATTERIES                        ,POLAND,NA,null,0.21
2021-22,ACCUMULATORS AND BATTERIES                        ,PORTUGAL,NA,null,0.94
2021-22,ACCUMULATORS AND BATTERIES                        ,ROMANIA,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,RUSSIA,NA,null,0.03
2021-22,ACCUMULATORS AND BATTERIES                        ,SAUDI ARAB,NA,null,0.04
2021-22,ACCUMULATORS AND BATTERIES                        ,SINGAPORE,NA,null,73.11
2021-22,ACCUMULATORS AND BATTERIES                        ,SLOVAK REP,NA,null,0.01
2021-22,ACCUMULATORS AND BATTERIES                        ,SLOVENIA,NA,null,0.03
2021-22,ACCUMULATORS AND BATTERIES                        ,SOUTH AFRICA,NA,null,0.02
2021-22,ACCUMULATORS AND BATTERIES                        ,SPAIN,NA,null,1.37
2021-22,ACCUMULATORS AND BATTERIES                        ,SRI LANKA DSR,NA,null,5.85
2021-22,ACCUMULATORS AND BATTERIES                        ,SWAZILAND,NA,null,0
2021-22,ACCUMULATORS AND BATTERIES                        ,SWEDEN,NA,null,3.44
2021-22,ACCUMULATORS AND BATTERIES                        ,SWITZERLAND,NA,null,0.77
2021-22,ACCUMULATORS AND BATTERIES                        ,TAIWAN,NA,null,10.39
2021-22,ACCUMULATORS AND BATTERIES                        ,THAILAND,NA,null,27.28
2021-22,ACCUMULATORS AND BATTERIES                        ,TOGO,NA,null,0.27
2021-22,ACCUMULATORS AND BATTERIES                        ,TRINIDAD,NA,null,0.02
2021-22,ACCUMULATORS AND BATTERIES                        ,TURKEY,NA,null,0.1
2021-22,ACCUMULATORS AND BATTERIES                        ,U ARAB EMTS,NA,null,4.91
2021-22,ACCUMULATORS AND BATTERIES                        ,U K,NA,null,4.33
2021-22,ACCUMULATORS AND BATTERIES                        ,U S A,NA,null,30.89
2021-22,ACCUMULATORS AND BATTERIES                        ,UNSPECIFIED,NA,null,0.3
2021-22,ACCUMULATORS AND BATTERIES                        ,VIETNAM SOC REP,NA,null,63.98
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",AFGHANISTAN,NA,null,0.38
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ANGOLA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ARGENTINA,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",AUSTRALIA,NA,null,1.72
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",AUSTRIA,NA,null,2.5
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BAHARAIN IS,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BANGLADESH PR,NA,null,0.04
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BELARUS,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BELGIUM,NA,null,13.84
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BERMUDA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BHUTAN,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BOTSWANA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BR VIRGN IS,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BRAZIL,NA,null,4.54
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",BULGARIA,NA,null,0.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CAMBODIA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CAMEROON,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CANADA,NA,null,18.03
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CHILE,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CHINA P RP,NA,null,8164.45
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",COLOMBIA,NA,null,0.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CONGO D. REP.,NA,null,0.16
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",COSTA RICA,NA,null,12.36
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CROATIA,NA,null,0.2
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CYPRUS,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",CZECH REPUBLIC,NA,null,6.15
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",DENMARK,NA,null,2.83
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",DOMINICA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ECUADOR,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",EGYPT A RP,NA,null,0.09
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ESTONIA,NA,null,0.07
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ETHIOPIA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",FIJI IS,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",FINLAND,NA,null,4.71
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",FRANCE,NA,null,17.38
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GABON,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GAMBIA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GEORGIA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GERMANY,NA,null,68.81
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GHANA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GREECE,NA,null,0.05
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GUADELOUPE,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",GUINEA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",HONDURAS,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",HONG KONG,NA,null,1998.49
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",HUNGARY,NA,null,14.05
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ICELAND,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",INDONESIA,NA,null,36.16
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",IRAN,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",IRAQ,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",IRELAND,NA,null,74.81
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ISRAEL,NA,null,20.29
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ITALY,NA,null,33.26
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",JAMAICA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",JAPAN,NA,null,27.1
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",JORDAN,NA,null,0.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",KAZAKHSTAN,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",KENYA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",KOREA DP RP,NA,null,0.05
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",KOREA RP,NA,null,73.8
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",KUWAIT,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",LAO PD RP,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",LATVIA,NA,null,0.04
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",LITHUANIA,NA,null,0.37
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",LUXEMBOURG,NA,null,0.16
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MACAO,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MALAWI,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MALAYSIA,NA,null,633.67
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MALDIVES,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MALI,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MALTA,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MARSHALL ISLAND,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MAURITIUS,NA,null,0.05
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MEXICO,NA,null,67.16
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MONACO,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MONGOLIA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MOROCCO,NA,null,0.3
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",MYANMAR,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",NEPAL,NA,null,0.12
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",NETHERLAND,NA,null,129.65
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",NETHERLANDANTIL,NA,null,0.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",NEW ZEALAND,NA,null,0.09
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",NIGERIA,NA,null,0.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",NORWAY,NA,null,0.45
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",OMAN,NA,null,0.03
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",PANAMA REPUBLIC,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",PHILIPPINES,NA,null,83.52
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",POLAND,NA,null,1.59
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",PORTUGAL,NA,null,0.23
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",PUERTO RICO,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",QATAR,NA,null,0.44
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",ROMANIA,NA,null,0.53
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",RUSSIA,NA,null,1.49
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SAMOA,NA,null,0.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SAUDI ARAB,NA,null,0.04
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SENEGAL,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SERBIA,NA,null,0.13
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SEYCHELLES,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SIERRA LEONE,NA,null,0.04
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SINGAPORE,NA,null,1860.38
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SLOVAK REP,NA,null,0.6
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SLOVENIA,NA,null,0.44
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SOLOMON IS,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SOUTH AFRICA,NA,null,0.51
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SPAIN,NA,null,10.28
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SRI LANKA DSR,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SWAZILAND,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SWEDEN,NA,null,1.87
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",SWITZERLAND,NA,null,4.29
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",TAIWAN,NA,null,559.09
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",THAILAND,NA,null,269.83
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",TRINIDAD,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",TUNISIA,NA,null,0.01
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",TURKEY,NA,null,3.02
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",U ARAB EMTS,NA,null,51.5
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",U K,NA,null,43.37
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",U S A,NA,null,483.88
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",UGANDA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",UKRAINE,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",UNSPECIFIED,NA,null,0.03
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",VATICAN CITY,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",VENEZUELA,NA,null,0
2021-22,"COMPUTER HARDWARE, PERIPHERALS                    ",VIETNAM SOC REP,NA,null,367.59
2021-22,CONSUMER ELECTRONICS                              ,ARGENTINA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,AUSTRALIA,NA,null,2.15
2021-22,CONSUMER ELECTRONICS                              ,AUSTRIA,NA,null,8.41
2021-22,CONSUMER ELECTRONICS                              ,BAHARAIN IS,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,BANGLADESH PR,NA,null,1.36
2021-22,CONSUMER ELECTRONICS                              ,BELARUS,NA,null,0.25
2021-22,CONSUMER ELECTRONICS                              ,BELGIUM,NA,null,11.57
2021-22,CONSUMER ELECTRONICS                              ,BOSNIA-HRZGOVIN,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,BR VIRGN IS,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,BRAZIL,NA,null,0.43
2021-22,CONSUMER ELECTRONICS                              ,BRUNEI,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,BULGARIA,NA,null,0.08
2021-22,CONSUMER ELECTRONICS                              ,CAMBODIA,NA,null,0.01
2021-22,CONSUMER ELECTRONICS                              ,CAMEROON,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,CANADA,NA,null,5.02
2021-22,CONSUMER ELECTRONICS                              ,CHILE,NA,null,0.12
2021-22,CONSUMER ELECTRONICS                              ,CHINA P RP,NA,null,3073.19
2021-22,CONSUMER ELECTRONICS                              ,COLOMBIA,NA,null,0.03
2021-22,CONSUMER ELECTRONICS                              ,COSTA RICA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,COTE D' IVOIRE,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,CROATIA,NA,null,0.09
2021-22,CONSUMER ELECTRONICS                              ,CYPRUS,NA,null,0.02
2021-22,CONSUMER ELECTRONICS                              ,CZECH REPUBLIC,NA,null,4.88
2021-22,CONSUMER ELECTRONICS                              ,DENMARK,NA,null,1.05
2021-22,CONSUMER ELECTRONICS                              ,EGYPT A RP,NA,null,0.01
2021-22,CONSUMER ELECTRONICS                              ,ERITREA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,ESTONIA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,ETHIOPIA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,FINLAND,NA,null,2.43
2021-22,CONSUMER ELECTRONICS                              ,FRANCE,NA,null,41.86
2021-22,CONSUMER ELECTRONICS                              ,GEORGIA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,GERMANY,NA,null,38.7
2021-22,CONSUMER ELECTRONICS                              ,GHANA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,GREECE,NA,null,0.69
2021-22,CONSUMER ELECTRONICS                              ,GUATEMALA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,GUINEA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,HONDURAS,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,HONG KONG,NA,null,469.48
2021-22,CONSUMER ELECTRONICS                              ,HUNGARY,NA,null,2.92
2021-22,CONSUMER ELECTRONICS                              ,INDONESIA,NA,null,19.8
2021-22,CONSUMER ELECTRONICS                              ,IRAN,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,IRAQ,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,IRELAND,NA,null,17.77
2021-22,CONSUMER ELECTRONICS                              ,ISRAEL,NA,null,133.82
2021-22,CONSUMER ELECTRONICS                              ,ITALY,NA,null,6.69
2021-22,CONSUMER ELECTRONICS                              ,JAMAICA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,JAPAN,NA,null,68.36
2021-22,CONSUMER ELECTRONICS                              ,JORDAN,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,KAZAKHSTAN,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,KENYA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,KOREA DP RP,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,KOREA RP,NA,null,168.88
2021-22,CONSUMER ELECTRONICS                              ,KUWAIT,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,LAO PD RP,NA,null,0.02
2021-22,CONSUMER ELECTRONICS                              ,LATVIA,NA,null,0.22
2021-22,CONSUMER ELECTRONICS                              ,LIECHTENSTEIN,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,LITHUANIA,NA,null,0.01
2021-22,CONSUMER ELECTRONICS                              ,LUXEMBOURG,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,MACAO,NA,null,1.08
2021-22,CONSUMER ELECTRONICS                              ,MALAYSIA,NA,null,191.28
2021-22,CONSUMER ELECTRONICS                              ,MALDIVES,NA,null,0.02
2021-22,CONSUMER ELECTRONICS                              ,MALTA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,MARSHALL ISLAND,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,MAURITIUS,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,MEXICO,NA,null,2.55
2021-22,CONSUMER ELECTRONICS                              ,MOLDOVA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,MYANMAR,NA,null,0.09
2021-22,CONSUMER ELECTRONICS                              ,NEPAL,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,NETHERLAND,NA,null,21.46
2021-22,CONSUMER ELECTRONICS                              ,NETHERLANDANTIL,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,NEW ZEALAND,NA,null,0.02
2021-22,CONSUMER ELECTRONICS                              ,NIGERIA,NA,null,0.01
2021-22,CONSUMER ELECTRONICS                              ,NORWAY,NA,null,1.78
2021-22,CONSUMER ELECTRONICS                              ,OMAN,NA,null,0.73
2021-22,CONSUMER ELECTRONICS                              ,PANAMA REPUBLIC,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,PHILIPPINES,NA,null,17.39
2021-22,CONSUMER ELECTRONICS                              ,POLAND,NA,null,0.73
2021-22,CONSUMER ELECTRONICS                              ,PORTUGAL,NA,null,0.61
2021-22,CONSUMER ELECTRONICS                              ,QATAR,NA,null,0.04
2021-22,CONSUMER ELECTRONICS                              ,REUNION,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,ROMANIA,NA,null,14.74
2021-22,CONSUMER ELECTRONICS                              ,RUSSIA,NA,null,0.2
2021-22,CONSUMER ELECTRONICS                              ,RWANDA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,SAMOA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,SAUDI ARAB,NA,null,0.04
2021-22,CONSUMER ELECTRONICS                              ,SENEGAL,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,SERBIA,NA,null,0.03
2021-22,CONSUMER ELECTRONICS                              ,SEYCHELLES,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,SIERRA LEONE,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,SINGAPORE,NA,null,183.97
2021-22,CONSUMER ELECTRONICS                              ,SLOVAK REP,NA,null,0.25
2021-22,CONSUMER ELECTRONICS                              ,SLOVENIA,NA,null,1.05
2021-22,CONSUMER ELECTRONICS                              ,SOUTH AFRICA,NA,null,1.46
2021-22,CONSUMER ELECTRONICS                              ,SPAIN,NA,null,5.49
2021-22,CONSUMER ELECTRONICS                              ,SRI LANKA DSR,NA,null,2.42
2021-22,CONSUMER ELECTRONICS                              ,SWAZILAND,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,SWEDEN,NA,null,1.56
2021-22,CONSUMER ELECTRONICS                              ,SWITZERLAND,NA,null,5.21
2021-22,CONSUMER ELECTRONICS                              ,TAIWAN,NA,null,408.98
2021-22,CONSUMER ELECTRONICS                              ,TANZANIA REP,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,THAILAND,NA,null,152.32
2021-22,CONSUMER ELECTRONICS                              ,TUNISIA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,TURKEY,NA,null,0.83
2021-22,CONSUMER ELECTRONICS                              ,U ARAB EMTS,NA,null,24.93
2021-22,CONSUMER ELECTRONICS                              ,U K,NA,null,34.92
2021-22,CONSUMER ELECTRONICS                              ,U S A,NA,null,133.8
2021-22,CONSUMER ELECTRONICS                              ,UKRAINE,NA,null,0.06
2021-22,CONSUMER ELECTRONICS                              ,UNSPECIFIED,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,URUGUAY,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,UZBEKISTAN,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,VENEZUELA,NA,null,0
2021-22,CONSUMER ELECTRONICS                              ,VIETNAM SOC REP,NA,null,531.04
2021-22,CONSUMER ELECTRONICS                              ,ZIMBABWE,NA,null,0
2021-22,ELECTRODES                                        ,AUSTRALIA,KGS,3297,0.03
2021-22,ELECTRODES                                        ,AUSTRIA,KGS,457752,3.35
2021-22,ELECTRODES                                        ,BELARUS,KGS,58,0
2021-22,ELECTRODES                                        ,BELGIUM,KGS,122534,1.73
2021-22,ELECTRODES                                        ,BRAZIL,KGS,160304,0.78
2021-22,ELECTRODES                                        ,CANADA,KGS,81030,0.41
2021-22,ELECTRODES                                        ,CHAD,KGS,2,0
2021-22,ELECTRODES                                        ,CHINA P RP,KGS,9656782,30.1
2021-22,ELECTRODES                                        ,CZECH REPUBLIC,KGS,120279,1.52
2021-22,ELECTRODES                                        ,DENMARK,KGS,1285,0.28
2021-22,ELECTRODES                                        ,DOMINICA,KGS,0,0
2021-22,ELECTRODES                                        ,FINLAND,KGS,128,0.04
2021-22,ELECTRODES                                        ,FRANCE,KGS,437256,2.94
2021-22,ELECTRODES                                        ,GERMANY,KGS,596331,11.6
2021-22,ELECTRODES                                        ,GREECE,KGS,0,0
2021-22,ELECTRODES                                        ,HONG KONG,KGS,10365,0.3
2021-22,ELECTRODES                                        ,HUNGARY,KGS,9264,0.85
2021-22,ELECTRODES                                        ,INDONESIA,KGS,601904,6.21
2021-22,ELECTRODES                                        ,IRAN,KGS,0,0
2021-22,ELECTRODES                                        ,ISRAEL,KGS,10,0
2021-22,ELECTRODES                                        ,ITALY,KGS,372827,2.06
2021-22,ELECTRODES                                        ,JAPAN,KGS,694216,7.6
2021-22,ELECTRODES                                        ,JORDAN,KGS,2,0
2021-22,ELECTRODES                                        ,KENYA,KGS,0,0
2021-22,ELECTRODES                                        ,KOREA RP,KGS,2591691,10.22
2021-22,ELECTRODES                                        ,KUWAIT,KGS,0,0
2021-22,ELECTRODES                                        ,LUXEMBOURG,KGS,6,0.02
2021-22,ELECTRODES                                        ,MALAYSIA,KGS,1063615,3.18
2021-22,ELECTRODES                                        ,MEXICO,KGS,1866,0.12
2021-22,ELECTRODES                                        ,NETHERLAND,KGS,20983,0.27
2021-22,ELECTRODES                                        ,NETHERLANDANTIL,KGS,66,0
2021-22,ELECTRODES                                        ,NEW ZEALAND,KGS,4,0
2021-22,ELECTRODES                                        ,NIGERIA,KGS,727,0.01
2021-22,ELECTRODES                                        ,NORWAY,KGS,0,0
2021-22,ELECTRODES                                        ,PARAGUAY,KGS,0,0
2021-22,ELECTRODES                                        ,PERU,KGS,3,0
2021-22,ELECTRODES                                        ,PHILIPPINES,KGS,9110,0.06
2021-22,ELECTRODES                                        ,POLAND,KGS,7497,0.32
2021-22,ELECTRODES                                        ,PORTUGAL,KGS,5,0
2021-22,ELECTRODES                                        ,QATAR,KGS,0,0
2021-22,ELECTRODES                                        ,ROMANIA,KGS,24353,0.25
2021-22,ELECTRODES                                        ,RUSSIA,KGS,248,0.01
2021-22,ELECTRODES                                        ,SINGAPORE,KGS,52406,1.66
2021-22,ELECTRODES                                        ,SLOVAK REP,KGS,1397,0.04
2021-22,ELECTRODES                                        ,SLOVENIA,KGS,51058,0.17
2021-22,ELECTRODES                                        ,SOUTH AFRICA,KGS,5,0
2021-22,ELECTRODES                                        ,SPAIN,KGS,6870,0.62
2021-22,ELECTRODES                                        ,SRI LANKA DSR,KGS,18,0
2021-22,ELECTRODES                                        ,SWEDEN,KGS,6501,0.19
2021-22,ELECTRODES                                        ,SWITZERLAND,KGS,2328,0.4
2021-22,ELECTRODES                                        ,TAIWAN,KGS,192281,2.9
2021-22,ELECTRODES                                        ,THAILAND,KGS,81515,2.38
2021-22,ELECTRODES                                        ,TURKEY,KGS,2698,0.05
2021-22,ELECTRODES                                        ,U ARAB EMTS,KGS,40072,0.14
2021-22,ELECTRODES                                        ,U K,KGS,304437,2.15
2021-22,ELECTRODES                                        ,U S A,KGS,2565800,65.23
2021-22,ELECTRODES                                        ,VIETNAM SOC REP,KGS,5060359,8.18
2021-22,ELECTRONICS COMPONENTS                            ,AFGHANISTAN,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,ALGERIA,NA,null,0.01
2021-22,ELECTRONICS COMPONENTS                            ,AMERI SAMOA,NA,null,0
2021-22,ELECTRONICS COMPONENTS                            ,ANGOLA,NA,null,0.04
2021-22,ELECTRONICS COMPONENTS                            ,ANTIGUA,NA,null,0.02
2021-22,ELECTRONICS COMPONENTS                            ,ARGENTINA,NA,null,0.04
